id_venta,fecha,id_usuario,usuario,correo,id_producto,producto,cantidad,precio_unitario,total
35,2026-05-23 23:00:22,9,Miguel Mora,miguel.mora18@gmail.com,105,Chaqueta Cuero Negra,3,68.85,206.55
36,2026-05-26 11:22:53,33,Emily Ruiz,emily.ruiz87@gmail.com,182,Sudadera Vintage Blanco,1,27.62,27.62
37,2026-05-27 09:33:46,29,Mateo Romero,mateo.romero24@gmail.com,4,Camiseta Oversize Blanca,5,20.48,102.4
38,2026-05-08 01:01:21,8,Paula Benitez,paula.benitez90@gmail.com,109,Chaqueta Oversize Gris,2,74.33,148.66
39,2026-05-05 04:03:28,77,Jose Lopez,jose.lopez69@gmail.com,43,Jean Baggy Negro,5,73.91,369.55
40,2026-05-20 11:52:45,43,Jose Rojas,jose.rojas67@gmail.com,47,Jean Cargo Verde,1,79.39,79.39
41,2026-05-27 11:39:34,4,Pedro Salazar,pedro.salazar91@gmail.com,16,Camiseta Oversize Cafe,1,36.92,36.92
42,2026-05-04 14:14:27,32,Pedro Cruz,pedro.cruz61@gmail.com,119,Chaqueta Windbreaker Azul,4,88.03,352.12
43,2026-05-11 03:26:07,30,Lucia Acosta,lucia.acosta28@gmail.com,124,Short Baggy Beige,4,94.88,379.52
44,2026-05-09 18:41:30,49,Miguel Benitez,miguel.benitez4@gmail.com,109,Chaqueta Oversize Gris,2,74.33,148.66
45,2026-05-18 00:39:30,15,Jose Castro,jose.castro82@gmail.com,44,Jean Baggy Gris,2,75.28,150.56
46,2026-05-10 23:15:30,39,Ana Castro,ana.castro27@gmail.com,39,Camisa Estampada Negra,4,68.43,273.72
47,2026-05-27 18:55:06,30,Lucia Acosta,lucia.acosta28@gmail.com,83,Hoodie Oversize Gris,5,38.71,193.55
48,2026-05-26 01:53:43,95,Ana Cruz,ana.cruz50@gmail.com,106,Chaqueta Varsity Roja,3,70.22,210.66
49,2026-05-02 19:18:47,79,Valeria Cruz,valeria.cruz58@gmail.com,134,Short Skate Negro,4,18.58,74.32
50,2026-05-21 12:25:05,62,Diego Perez,diego.perez69@gmail.com,156,Mochila Streetwear,3,48.72,146.16
51,2026-05-10 03:33:58,90,Andres Ruiz,andres.ruiz70@gmail.com,182,Sudadera Vintage Blanco,5,27.62,138.1
52,2026-05-11 19:21:32,86,Maria Flores,maria.flores52@gmail.com,31,Camisa Coreana Blanca,1,57.47,57.47
53,2026-05-27 15:02:43,67,Miguel Paspuel,miguel.paspuel30@gmail.com,30,Camisa Manga Corta Azul,4,56.1,224.4
54,2026-05-25 07:50:19,27,Luis Mora,luis.mora33@gmail.com,106,Chaqueta Varsity Roja,5,70.22,351.1
55,2026-05-30 13:26:42,35,Ana Lopez,ana.lopez61@gmail.com,44,Jean Baggy Gris,1,75.28,75.28
56,2026-05-20 00:18:04,4,Pedro Salazar,pedro.salazar91@gmail.com,195,Chompa Graphic Cafe,5,52.45,262.25
57,2026-05-26 22:12:55,53,Fernanda Paspuel,fernanda.paspuel45@gmail.com,171,Sneakers Retro Gris,4,69.27,277.08
58,2026-05-24 15:13:24,8,Paula Benitez,paula.benitez90@gmail.com,89,Hoodie Streetwear Negro,3,46.93,140.79
59,2026-05-01 21:08:13,46,Daniel Mora,daniel.mora2@gmail.com,178,Tenis Deportivos Negros,1,78.86,78.86
60,2026-05-07 13:30:46,72,Mateo Paspuel,mateo.paspuel64@gmail.com,60,Jean Acid Wash,3,97.2,291.6
61,2026-05-15 01:28:51,81,Carlos Perez,carlos.perez8@gmail.com,87,Hoodie Vintage Gris,4,44.19,176.76
62,2026-05-01 03:46:59,67,Miguel Paspuel,miguel.paspuel30@gmail.com,12,Camiseta Minimalista Beige,4,31.44,125.76
63,2026-05-02 17:01:31,81,Carlos Perez,carlos.perez8@gmail.com,27,Camisa Satinada Plateada,4,51.99,207.96
64,2026-05-05 20:16:45,59,Luis Paspuel,luis.paspuel81@gmail.com,68,Pantalon Wide Leg Beige,4,18.16,72.64
65,2026-05-25 19:25:23,26,Pedro Castro,pedro.castro94@gmail.com,103,Chaqueta Bomber Negra,5,66.11,330.55
66,2026-05-19 09:32:37,8,Paula Benitez,paula.benitez90@gmail.com,59,Jean Urban Denim,3,95.83,287.49
67,2026-05-22 06:03:13,37,Camila Rojas,camila.rojas50@gmail.com,134,Short Skate Negro,2,18.58,37.16
68,2026-05-18 10:00:27,31,Jose Perez,jose.perez2@gmail.com,109,Chaqueta Oversize Gris,1,74.33,74.33
69,2026-05-06 08:56:15,92,Paula Torres,paula.torres53@gmail.com,59,Jean Urban Denim,1,95.83,95.83
70,2026-05-26 14:32:40,35,Ana Lopez,ana.lopez61@gmail.com,133,Short Oversize Beige,1,17.21,17.21
71,2026-05-17 22:56:38,50,Juan Castro,juan.castro81@gmail.com,168,Botas Urbanas Negras,2,65.16,130.32
72,2026-05-31 04:54:16,58,Carlos Vega,carlos.vega32@gmail.com,78,Pantalon Recto Beige,4,31.86,127.44
73,2026-05-13 20:30:35,68,Miguel Rojas,miguel.rojas85@gmail.com,37,Camisa Loose Fit Gris,5,65.69,328.45
74,2026-05-13 01:47:11,96,Mateo Mora,mateo.mora34@gmail.com,126,Short Running Azul,1,97.62,97.62
75,2026-05-17 13:51:50,3,Daniel Suarez,daniel.suarez49@gmail.com,71,Pantalon Formal Azul,2,22.27,44.54
76,2026-05-31 13:51:32,64,Emily Salazar,emily.salazar93@gmail.com,12,Camiseta Minimalista Beige,5,31.44,157.2
77,2026-05-05 08:12:09,14,Luis Flores,luis.flores15@gmail.com,30,Camisa Manga Corta Azul,3,56.1,168.3
78,2026-05-16 11:00:16,88,Sofia Paspuel,sofia.paspuel45@gmail.com,56,Jean Streetwear Gris,4,91.72,366.88
79,2026-05-23 06:48:25,100,Ana Torres,ana.torres87@gmail.com,76,Pantalon Techwear Negro,2,29.12,58.24
80,2026-05-29 09:58:18,34,Camila Paspuel,camila.paspuel92@gmail.com,163,Zapatillas Running Azul,1,58.31,58.31
81,2026-05-27 22:13:41,65,Paula Vega,paula.vega31@gmail.com,177,Tenis Deportivos Blancos,3,77.49,232.47
82,2026-05-08 01:29:42,65,Paula Vega,paula.vega31@gmail.com,13,Camiseta Acid Wash,2,32.81,65.62
83,2026-05-20 20:48:58,76,Maria Gomez,maria.gomez80@gmail.com,90,Hoodie Anime Tokyo,1,48.3,48.3
84,2026-05-14 13:36:20,57,Luis Acosta,luis.acosta47@gmail.com,133,Short Oversize Beige,1,17.21,17.21
85,2026-05-12 20:25:58,50,Juan Castro,juan.castro81@gmail.com,87,Hoodie Vintage Gris,1,44.19,44.19
86,2026-05-13 05:10:38,10,Sofia Torres,sofia.torres60@gmail.com,96,Hoodie Techwear Gris,4,56.52,226.08
87,2026-05-19 13:23:05,83,Maria Castro,maria.castro9@gmail.com,38,Camisa Vintage Cafe,2,67.06,134.12
88,2026-05-01 02:29:51,49,Miguel Benitez,miguel.benitez4@gmail.com,54,Jean Relaxed Fit Negro,3,88.98,266.94
89,2026-05-09 12:31:48,94,Valeria Flores,valeria.flores75@gmail.com,125,Short Cargo Verde,5,96.25,481.25
90,2026-05-19 01:37:20,73,Miguel Navarro,miguel.navarro4@gmail.com,170,Zapatos Formales Negros,4,67.9,271.6
91,2026-05-27 12:09:00,43,Jose Rojas,jose.rojas67@gmail.com,32,Camisa Lino Beige,5,58.84,294.2
92,2026-05-13 15:52:55,21,Lucia Suarez,lucia.suarez43@gmail.com,199,Conjunto Urban Negro,5,60.09,300.45
93,2026-05-07 11:00:39,12,Sofia Gomez,sofia.gomez66@gmail.com,172,Sneakers Chunky Blancos,4,70.64,282.56
94,2026-05-25 11:06:17,6,Andres Flores,andres.flores67@gmail.com,13,Camiseta Acid Wash,3,32.81,98.43
95,2026-05-21 23:02:47,33,Emily Ruiz,emily.ruiz87@gmail.com,32,Camisa Lino Beige,3,58.84,176.52
96,2026-05-30 05:49:26,22,Emily Perez,emily.perez82@gmail.com,198,Tank Top Loose Fit Color191,3,58.18,174.54
97,2026-05-01 01:20:08,94,Valeria Flores,valeria.flores75@gmail.com,59,Jean Urban Denim,3,95.83,287.49
98,2026-05-07 15:16:56,85,Fernanda Herrera,fernanda.herrera13@gmail.com,70,Pantalon Streetwear Negro,1,20.9,20.9
99,2026-05-26 10:02:09,3,Daniel Suarez,daniel.suarez49@gmail.com,175,Sneakers Skate Azules,3,74.75,224.25
100,2026-05-28 14:01:04,20,Carlos Lopez,carlos.lopez18@gmail.com,193,Tank Top Streetwear Gris,4,48.63,194.52
101,2026-05-30 10:23:22,30,Lucia Acosta,lucia.acosta28@gmail.com,60,Jean Acid Wash,2,97.2,194.4
102,2026-05-23 17:56:39,16,Miguel Romero,miguel.romero59@gmail.com,38,Camisa Vintage Cafe,4,67.06,268.24
103,2026-05-27 05:02:25,84,Daniel Flores,daniel.flores75@gmail.com,188,Tank Top Loose Fit Cafe,1,39.08,39.08
104,2026-05-27 22:18:34,71,Mateo Navarro,mateo.navarro72@gmail.com,186,Polo Acid Wash Gris,5,35.26,176.3
105,2026-05-18 04:10:38,64,Emily Salazar,emily.salazar93@gmail.com,158,Riñonera Gris,5,51.46,257.3
106,2026-05-21 12:55:56,64,Emily Salazar,emily.salazar93@gmail.com,126,Short Running Azul,4,97.62,390.48
107,2026-05-05 04:21:23,13,Luis Lopez,luis.lopez65@gmail.com,70,Pantalon Streetwear Negro,1,20.9,20.9
108,2026-05-19 12:54:01,61,Ana Benitez,ana.benitez19@gmail.com,97,Hoodie Urban Blue,2,57.89,115.78
109,2026-05-09 19:18:40,57,Luis Acosta,luis.acosta47@gmail.com,73,Pantalon Deportivo Blanco,1,25.01,25.01
110,2026-05-25 12:38:31,64,Emily Salazar,emily.salazar93@gmail.com,102,Chaqueta Denim Negra,5,64.74,323.7
111,2026-05-04 14:06:16,13,Luis Lopez,luis.lopez65@gmail.com,100,Hoodie Monocromatico,3,62.0,186.0
112,2026-05-12 16:24:57,21,Lucia Suarez,lucia.suarez43@gmail.com,116,Chaqueta Cargo Negra,4,83.92,335.68
113,2026-05-05 21:04:33,11,Ana Flores,ana.flores99@gmail.com,105,Chaqueta Cuero Negra,2,68.85,137.7
114,2026-05-28 12:21:20,13,Luis Lopez,luis.lopez65@gmail.com,130,Short Casual Blanco,3,103.1,309.3
115,2026-05-30 19:48:02,81,Carlos Perez,carlos.perez8@gmail.com,38,Camisa Vintage Cafe,5,67.06,335.3
116,2026-05-06 18:07:51,62,Diego Perez,diego.perez69@gmail.com,72,Pantalon Formal Negro,3,23.64,70.92
117,2026-05-27 02:23:39,43,Jose Rojas,jose.rojas67@gmail.com,18,Camiseta Hip Hop,2,39.66,79.32
118,2026-05-14 10:25:44,17,Pedro Gomez,pedro.gomez67@gmail.com,97,Hoodie Urban Blue,3,57.89,173.67
119,2026-05-11 09:15:50,30,Lucia Acosta,lucia.acosta28@gmail.com,114,Chaqueta Techwear Gris,5,81.18,405.9
120,2026-05-09 14:25:50,8,Paula Benitez,paula.benitez90@gmail.com,34,Camisa Streetwear Negra,5,61.58,307.9
121,2026-05-06 10:26:26,74,Ana Mora,ana.mora16@gmail.com,193,Tank Top Streetwear Gris,2,48.63,97.26
122,2026-05-23 20:19:17,88,Sofia Paspuel,sofia.paspuel45@gmail.com,172,Sneakers Chunky Blancos,3,70.64,211.92
123,2026-05-01 17:10:45,3,Daniel Suarez,daniel.suarez49@gmail.com,160,Medias Negras,1,54.2,54.2
124,2026-05-07 07:43:54,29,Mateo Romero,mateo.romero24@gmail.com,41,Jean Baggy Azul Claro,4,71.17,284.68
125,2026-05-30 02:35:55,90,Andres Ruiz,andres.ruiz70@gmail.com,84,Hoodie Oversize Beige,2,40.08,80.16
126,2026-05-31 09:15:36,46,Daniel Mora,daniel.mora2@gmail.com,114,Chaqueta Techwear Gris,5,81.18,405.9
127,2026-05-20 02:10:12,10,Sofia Torres,sofia.torres60@gmail.com,77,Pantalon Casual Cafe,4,30.49,121.96
128,2026-05-09 00:22:28,75,Miguel Vega,miguel.vega53@gmail.com,162,Zapatillas Urbanas Negras,1,56.94,56.94
129,2026-05-25 06:12:14,65,Paula Vega,paula.vega31@gmail.com,147,Beanie Blanco,3,36.39,109.17
130,2026-05-02 16:58:28,85,Fernanda Herrera,fernanda.herrera13@gmail.com,23,Camisa Flannel Roja,1,46.51,46.51
131,2026-05-10 11:18:04,79,Valeria Cruz,valeria.cruz58@gmail.com,116,Chaqueta Cargo Negra,4,83.92,335.68
132,2026-05-31 08:19:14,59,Luis Paspuel,luis.paspuel81@gmail.com,35,Camisa Rayada Azul,5,62.95,314.75
133,2026-05-09 15:37:59,61,Ana Benitez,ana.benitez19@gmail.com,151,Cadena Dorada,5,41.87,209.35
134,2026-05-15 10:21:44,31,Jose Perez,jose.perez2@gmail.com,125,Short Cargo Verde,2,96.25,192.5
135,2026-05-06 10:06:05,10,Sofia Torres,sofia.torres60@gmail.com,195,Chompa Graphic Cafe,2,52.45,104.9
136,2026-05-30 04:44:55,7,Miguel Flores,miguel.flores68@gmail.com,175,Sneakers Skate Azules,3,74.75,224.25
137,2026-05-16 08:29:03,37,Camila Rojas,camila.rojas50@gmail.com,181,Polo Oversize Negro,1,25.71,25.71
138,2026-05-21 11:24:08,77,Jose Lopez,jose.lopez69@gmail.com,51,Jean Destroyed Azul,3,84.87,254.61
139,2026-05-06 17:51:50,30,Lucia Acosta,lucia.acosta28@gmail.com,36,Camisa Slim Fit Blanca,3,64.32,192.96
140,2026-05-17 15:52:28,5,Daniel Acosta,daniel.acosta85@gmail.com,193,Tank Top Streetwear Gris,3,48.63,145.89
141,2026-05-17 04:08:57,16,Miguel Romero,miguel.romero59@gmail.com,174,Sneakers Minimalistas,5,73.38,366.9
142,2026-05-05 07:27:14,80,Mateo Gomez,mateo.gomez40@gmail.com,198,Tank Top Loose Fit Color191,5,58.18,290.9
143,2026-05-30 06:38:03,32,Pedro Cruz,pedro.cruz61@gmail.com,23,Camisa Flannel Roja,1,46.51,46.51
144,2026-05-14 10:07:49,26,Pedro Castro,pedro.castro94@gmail.com,49,Jean Recto Azul,1,82.13,82.13
145,2026-05-28 23:10:07,4,Pedro Salazar,pedro.salazar91@gmail.com,167,Botas Urbanas Cafe,3,63.79,191.37
146,2026-05-26 18:09:39,22,Emily Perez,emily.perez82@gmail.com,180,Zapatillas High Top,1,81.6,81.6
147,2026-05-13 20:52:20,5,Daniel Acosta,daniel.acosta85@gmail.com,92,Hoodie Minimalista Negro,5,51.04,255.2
148,2026-05-27 05:15:00,11,Ana Flores,ana.flores99@gmail.com,159,Medias Blancas,2,52.83,105.66
149,2026-05-06 04:35:45,6,Andres Flores,andres.flores67@gmail.com,93,Hoodie Zip Up Gris,1,52.41,52.41
150,2026-05-22 17:24:38,35,Ana Lopez,ana.lopez61@gmail.com,156,Mochila Streetwear,2,48.72,97.44
151,2026-05-05 10:17:52,56,Luis Cruz,luis.cruz91@gmail.com,135,Short Techwear Verde,1,19.95,19.95
152,2026-05-03 03:22:39,31,Jose Perez,jose.perez2@gmail.com,35,Camisa Rayada Azul,4,62.95,251.8
153,2026-05-22 02:26:23,83,Maria Castro,maria.castro9@gmail.com,18,Camiseta Hip Hop,5,39.66,198.3
154,2026-05-08 17:16:04,21,Lucia Suarez,lucia.suarez43@gmail.com,6,Camiseta Vintage Azul,5,23.22,116.1
155,2026-05-22 06:10:54,61,Ana Benitez,ana.benitez19@gmail.com,139,Short Acid Wash,5,25.43,127.15
156,2026-05-02 08:25:37,7,Miguel Flores,miguel.flores68@gmail.com,131,Short Vintage Denim,4,104.47,417.88
157,2026-05-15 22:30:22,67,Miguel Paspuel,miguel.paspuel30@gmail.com,193,Tank Top Streetwear Gris,5,48.63,243.15
158,2026-05-05 00:56:18,37,Camila Rojas,camila.rojas50@gmail.com,99,Hoodie College Green,5,60.63,303.15
159,2026-05-21 12:13:01,73,Miguel Navarro,miguel.navarro4@gmail.com,77,Pantalon Casual Cafe,4,30.49,121.96
160,2026-05-30 18:22:47,63,Luis Salazar,luis.salazar83@gmail.com,52,Jean Vintage Wash,5,86.24,431.2
161,2026-05-02 13:53:19,50,Juan Castro,juan.castro81@gmail.com,126,Short Running Azul,1,97.62,97.62
162,2026-05-20 15:22:12,98,Ana Navarro,ana.navarro44@gmail.com,123,Short Baggy Negro,4,93.51,374.04
163,2026-05-07 07:18:00,33,Emily Ruiz,emily.ruiz87@gmail.com,93,Hoodie Zip Up Gris,1,52.41,52.41
164,2026-05-27 10:17:49,27,Luis Mora,luis.mora33@gmail.com,87,Hoodie Vintage Gris,2,44.19,88.38
165,2026-05-28 22:11:51,68,Miguel Rojas,miguel.rojas85@gmail.com,87,Hoodie Vintage Gris,3,44.19,132.57
166,2026-05-30 08:59:21,74,Ana Mora,ana.mora16@gmail.com,114,Chaqueta Techwear Gris,4,81.18,324.72
167,2026-05-21 04:30:17,87,Emily Paspuel,emily.paspuel93@gmail.com,94,Hoodie Boxy Fit Negro,1,53.78,53.78
168,2026-05-25 05:38:02,21,Lucia Suarez,lucia.suarez43@gmail.com,177,Tenis Deportivos Blancos,1,77.49,77.49
169,2026-05-23 03:21:02,81,Carlos Perez,carlos.perez8@gmail.com,122,Short Deportivo Gris,4,92.14,368.56
170,2026-05-26 08:17:49,72,Mateo Paspuel,mateo.paspuel64@gmail.com,150,Cadena Plateada,3,40.5,121.5
171,2026-05-05 04:12:02,32,Pedro Cruz,pedro.cruz61@gmail.com,86,Hoodie Graphic Negro,2,42.82,85.64
172,2026-05-31 01:59:43,51,Daniel Gomez,daniel.gomez14@gmail.com,91,Hoodie Essentials Arena,3,49.67,149.01
173,2026-05-01 23:59:13,72,Mateo Paspuel,mateo.paspuel64@gmail.com,74,Pantalon Slim Fit Gris,2,26.38,52.76
174,2026-05-30 01:38:50,59,Luis Paspuel,luis.paspuel81@gmail.com,56,Jean Streetwear Gris,2,91.72,183.44
175,2026-05-28 21:49:52,64,Emily Salazar,emily.salazar93@gmail.com,191,Polo Oversize Rojo,3,44.81,134.43
176,2026-05-09 12:30:08,22,Emily Perez,emily.perez82@gmail.com,61,Pantalon Cargo Negro,1,98.57,98.57
177,2026-05-21 22:10:50,1,Jose Suarez,jose.suarez11@gmail.com,172,Sneakers Chunky Blancos,5,70.64,353.2
178,2026-05-13 07:23:58,87,Emily Paspuel,emily.paspuel93@gmail.com,81,Hoodie Oversize Negro,4,35.97,143.88
179,2026-05-02 12:00:49,68,Miguel Rojas,miguel.rojas85@gmail.com,112,Chaqueta Puffer Negra,3,78.44,235.32
180,2026-05-27 12:25:15,23,Camila Castro,camila.castro71@gmail.com,110,Chaqueta Impermeable Negra,4,75.7,302.8
181,2026-05-11 19:02:37,57,Luis Acosta,luis.acosta47@gmail.com,125,Short Cargo Verde,4,96.25,385.0
182,2026-05-11 22:53:12,54,Diego Flores,diego.flores78@gmail.com,192,Sudadera Vintage Verde,3,46.72,140.16
183,2026-05-30 18:44:51,97,Diego Rojas,diego.rojas44@gmail.com,36,Camisa Slim Fit Blanca,2,64.32,128.64
184,2026-05-10 19:26:58,17,Pedro Gomez,pedro.gomez67@gmail.com,105,Chaqueta Cuero Negra,3,68.85,206.55
185,2026-05-15 17:19:05,12,Sofia Gomez,sofia.gomez66@gmail.com,12,Camiseta Minimalista Beige,5,31.44,157.2
186,2026-05-23 10:09:35,74,Ana Mora,ana.mora16@gmail.com,119,Chaqueta Windbreaker Azul,4,88.03,352.12
187,2026-05-14 21:16:32,18,Diego Lopez,diego.lopez92@gmail.com,151,Cadena Dorada,4,41.87,167.48
188,2026-05-31 17:01:56,16,Miguel Romero,miguel.romero59@gmail.com,18,Camiseta Hip Hop,4,39.66,158.64
189,2026-05-24 18:04:09,98,Ana Navarro,ana.navarro44@gmail.com,188,Tank Top Loose Fit Cafe,1,39.08,39.08
190,2026-05-03 04:16:27,68,Miguel Rojas,miguel.rojas85@gmail.com,6,Camiseta Vintage Azul,5,23.22,116.1
191,2026-05-31 12:20:58,1,Jose Suarez,jose.suarez11@gmail.com,109,Chaqueta Oversize Gris,5,74.33,371.65
192,2026-05-29 03:11:04,65,Paula Vega,paula.vega31@gmail.com,99,Hoodie College Green,3,60.63,181.89
193,2026-05-22 18:42:35,63,Luis Salazar,luis.salazar83@gmail.com,75,Pantalon Tactical Verde,3,27.75,83.25
194,2026-05-25 15:07:57,26,Pedro Castro,pedro.castro94@gmail.com,56,Jean Streetwear Gris,1,91.72,91.72
195,2026-05-24 14:20:57,64,Emily Salazar,emily.salazar93@gmail.com,166,Converse Blancas,5,62.42,312.1
196,2026-05-06 11:40:01,89,Ana Gomez,ana.gomez98@gmail.com,17,Camiseta Skate,3,38.29,114.87
197,2026-05-27 00:42:38,91,Camila Acosta,camila.acosta41@gmail.com,82,Hoodie Oversize Blanco,4,37.34,149.36
198,2026-05-26 20:49:45,62,Diego Perez,diego.perez69@gmail.com,102,Chaqueta Denim Negra,1,64.74,64.74
199,2026-05-20 08:01:05,90,Andres Ruiz,andres.ruiz70@gmail.com,149,Cinturon Marron,3,39.13,117.39
200,2026-05-08 15:01:36,15,Jose Castro,jose.castro82@gmail.com,137,Short Minimalista Blanco,1,22.69,22.69
201,2026-05-30 09:38:57,14,Luis Flores,luis.flores15@gmail.com,70,Pantalon Streetwear Negro,4,20.9,83.6
202,2026-05-14 21:28:25,75,Miguel Vega,miguel.vega53@gmail.com,197,Sudadera Boxy Fit Celeste,2,56.27,112.54
203,2026-05-21 04:43:42,63,Luis Salazar,luis.salazar83@gmail.com,163,Zapatillas Running Azul,1,58.31,58.31
204,2026-05-15 22:59:08,66,Daniel Cruz,daniel.cruz12@gmail.com,6,Camiseta Vintage Azul,3,23.22,69.66
205,2026-05-15 23:44:30,100,Ana Torres,ana.torres87@gmail.com,68,Pantalon Wide Leg Beige,1,18.16,18.16
206,2026-05-11 06:43:25,18,Diego Lopez,diego.lopez92@gmail.com,13,Camiseta Acid Wash,3,32.81,98.43
207,2026-05-02 01:37:06,96,Mateo Mora,mateo.mora34@gmail.com,147,Beanie Blanco,5,36.39,181.95
208,2026-05-23 07:57:43,70,Diana Ruiz,diana.ruiz90@gmail.com,22,Camisa Formal Negra,4,45.14,180.56
209,2026-05-26 07:19:00,65,Paula Vega,paula.vega31@gmail.com,33,Camisa Oxford Celeste,1,60.21,60.21
210,2026-05-31 07:37:40,1,Jose Suarez,jose.suarez11@gmail.com,15,Camiseta Oversize Gris,1,35.55,35.55
211,2026-05-25 00:18:04,12,Sofia Gomez,sofia.gomez66@gmail.com,143,Gorra Roja,3,30.91,92.73
212,2026-05-20 16:53:42,62,Diego Perez,diego.perez69@gmail.com,75,Pantalon Tactical Verde,5,27.75,138.75
213,2026-05-03 22:51:36,85,Fernanda Herrera,fernanda.herrera13@gmail.com,135,Short Techwear Verde,4,19.95,79.8
214,2026-05-14 18:31:12,19,Diana Romero,diana.romero86@gmail.com,30,Camisa Manga Corta Azul,2,56.1,112.2
215,2026-05-10 23:18:19,77,Jose Lopez,jose.lopez69@gmail.com,30,Camisa Manga Corta Azul,5,56.1,280.5
216,2026-05-14 23:28:58,94,Valeria Flores,valeria.flores75@gmail.com,87,Hoodie Vintage Gris,5,44.19,220.95
217,2026-05-29 07:41:06,97,Diego Rojas,diego.rojas44@gmail.com,9,Camiseta Graphic Dragon,4,27.33,109.32
